10;25;3594;-9999;1;1;0;ок
10;26;3611;-9999;1;1;0;ок
10;27;3620;-9999;1;1;0;ок
10;28;3622;-9999;1;1;0;ок
10;29;3619;-9999;1;1;0;ок
10;30;3631;-9999;1;1;0;ок
10;31;3614;-9999;1;1;0;ок
10;32;3594;-9999;1;1;0;ок
10;33;3513;-9999;1;1;0;ок
10;34;3480;-9999;1;1;0;ок
10;35;3454;-9999;1;1;0;ок
10;36;3458;-9999;1;1;0;ок
10;37;3470;-9999;1;1;0;ок
10;38;3468;-9999;1;1;0;ок
10;39;3479;-9999;1;1;0;ок
10;40;3480;-9999;1;1;0;ок
10;41;3485;-9999;1;1;0;ок
10;42;3486;-9999;1;1;0;ок
10;43;3449;-9999;1;1;0;ок
10;44;3388;-9999;1;1;0;ок
10;45;3387;-9999;1;1;0;ок
10;46;3438;-9999;1;1;0;ок
10;47;3508;-9999;1;1;0;ок
10;48;0;-9999;1;-1000;0;Отсутствует файл результатов. Расчет либо не начался, либо завершился некорректно.
19;25;3594;-9999;1;1;0;ок
19;26;3611;-9999;1;1;0;ок
19;27;3620;-9999;1;1;0;ок
19;28;3622;-9999;1;1;0;ок
19;29;3619;-9999;1;1;0;ок
19;30;3631;-9999;1;1;0;ок
19;31;3614;-9999;1;1;0;ок
19;32;3594;-9999;1;1;0;ок
19;33;3513;-9999;1;1;0;ок
19;34;3480;-9999;1;1;0;ок
19;35;3454;-9999;1;1;0;ок
19;36;3458;-9999;1;1;0;ок
19;37;3470;-9999;1;1;0;ок
19;38;3468;-9999;1;1;0;ок
19;39;3479;-9999;1;1;0;ок
19;40;3480;-9999;1;1;0;ок
19;41;3485;-9999;1;1;0;ок
19;42;3486;-9999;1;1;0;ок
19;43;3449;-9999;1;1;0;ок
19;44;3388;-9999;1;1;0;ок
19;45;3387;-9999;1;1;0;ок
19;46;3438;-9999;1;1;0;ок
19;47;3508;-9999;1;1;0;ок
19;48;0;-9999;1;-1000;0;Отсутствует файл результатов. Расчет либо не начался, либо завершился некорректно.
2;25;1482;-9999;1;1;0;ок
2;26;1493;-9999;1;1;0;ок
2;27;1524;-9999;1;1;0;ок
2;28;1506;-9999;1;1;0;ок
2;29;1505;-9999;1;1;0;ок
2;30;1497;-9999;1;1;0;ок
2;31;1500;-9999;1;1;0;ок
2;32;1964;-9999;1;1;0;ок
2;33;1958;-9999;1;1;0;ок
2;34;1960;-9999;1;1;0;ок
2;35;1943;-9999;1;1;0;ок
2;36;1917;-9999;1;1;0;ок
2;37;1366;-9999;1;1;0;ок
2;38;1360;-9999;1;1;0;ок
2;39;1339;-9999;1;1;0;ок
2;40;1347;-9999;1;1;0;ок
2;41;1360;-9999;1;1;0;ок
2;42;1376;-9999;1;1;0;ок
2;43;1405;-9999;1;1;0;ок
2;44;1428;-9999;1;1;0;ок
2;45;1464;-9999;1;1;0;ок
2;46;1463;-9999;1;1;0;ок
2;47;1444;-9999;1;1;0;ок
2;48;0;-9999;1;-1000;0;Отсутствует файл результатов. Расчет либо не начался, либо завершился некорректно.
18;25;2505;-9999;1;1;0;ок
18;26;2524;-9999;1;1;0;ок
18;27;2537;-9999;1;1;0;ок
18;28;2545;-9999;1;1;0;ок
18;29;2539;-9999;1;1;0;ок
18;30;2545;-9999;1;1;0;ок
18;31;2518;-9999;1;1;0;ок
18;32;2527;-9999;1;1;0;ок
18;33;2426;-9999;1;1;0;ок
18;34;2380;-9999;1;1;0;ок
18;35;2365;-9999;1;1;0;ок
18;36;2366;-9999;1;1;0;ок
18;37;2336;-9999;1;1;0;ок
18;38;2325;-9999;1;1;0;ок
18;39;2343;-9999;1;1;0;ок
18;40;2338;-9999;1;1;0;ок
18;41;2339;-9999;1;1;0;ок
18;42;2342;-9999;1;1;0;ок
18;43;2299;-9999;1;1;0;ок
18;44;2224;-9999;1;1;0;ок
18;45;2221;-9999;1;1;0;ок
18;46;2276;-9999;1;1;0;ок
18;47;2377;-9999;1;1;0;ок
18;48;0;-9999;1;-1000;0;Отсутствует файл результатов. Расчет либо не начался, либо завершился некорректно.
